date,province,city,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
11/15/2018,Tehran,Tehran,Tehran Market,35.72,51.4,miscellaneous food,Sugar (white),KG,actual,Retail,IRR,44190,1.0452
11/15/2018,Tehran,Tehran,Tehran Market,35.72,51.4,oil and fats,Oil (vegetable),810 G,actual,Retail,IRR,75050,1.7751
11/15/2018,Tehran,Tehran,Tehran Market,35.72,51.4,pulses and nuts,Lentils (green),900 G,actual,Retail,IRR,133470,3.1569
12/15/2018,Tehran,Tehran,Tehran Market,35.72,51.4,cereals and tubers,Rice,KG,actual,Retail,IRR,116580,2.7574
12/15/2018,Tehran,Tehran,Tehran Market,35.72,51.4,"meat, fish and eggs",Eggs,1.8 KG,actual,Retail,IRR,214950,5.084
12/15/2018,Tehran,Tehran,Tehran Market,35.72,51.4,miscellaneous food,Sugar (white),KG,actual,Retail,IRR,43200,1.0218
12/15/2018,Tehran,Tehran,Tehran Market,35.72,51.4,oil and fats,Oil (vegetable),810 G,actual,Retail,IRR,75000,1.7739
12/15/2018,Tehran,Tehran,Tehran Market,35.72,51.4,pulses and nuts,Lentils (green),900 G,actual,Retail,IRR,82737,1.9569
1/15/2019,Tehran,Tehran,Tehran Market,35.72,51.4,cereals and tubers,Rice,KG,actual,Retail,IRR,116580,2.7574
1/15/2019,Tehran,Tehran,Tehran Market,35.72,51.4,"meat, fish and eggs",Eggs,1.8 KG,actual,Retail,IRR,214950,5.084
1/15/2019,Tehran,Tehran,Tehran Market,35.72,51.4,miscellaneous food,Sugar (white),KG,actual,Retail,IRR,43200,1.0218
1/15/2019,Tehran,Tehran,Tehran Market,35.72,51.4,oil and fats,Oil (vegetable),810 G,actual,Retail,IRR,75000,1.7739
1/15/2019,Tehran,Tehran,Tehran Market,35.72,51.4,pulses and nuts,Lentils (green),900 G,actual,Retail,IRR,82737,1.9569
2/15/2020,Tehran,Tehran,Tehran Market,35.72,51.4,cereals and tubers,Rice,KG,actual,Retail,IRR,71149,1.6828
2/15/2020,Tehran,Tehran,Tehran Market,35.72,51.4,"meat, fish and eggs",Eggs,1.8 KG,actual,Retail,IRR,6085,0.1439
2/15/2020,Tehran,Tehran,Tehran Market,35.72,51.4,miscellaneous food,Sugar (white),KG,actual,Retail,IRR,42067,0.995
2/15/2020,Tehran,Tehran,Tehran Market,35.72,51.4,oil and fats,Oil (vegetable),810 G,actual,Retail,IRR,57313,1.3556
2/15/2020,Tehran,Tehran,Tehran Market,35.72,51.4,pulses and nuts,Lentils (green),900 G,actual,Retail,IRR,44550,1.0537
4/15/2020,Tehran,Tehran,Tehran Market,35.72,51.4,cereals and tubers,Rice,KG,actual,Retail,IRR,71149,1.6828
4/15/2020,Tehran,Tehran,Tehran Market,35.72,51.4,"meat, fish and eggs",Eggs,1.8 KG,actual,Retail,IRR,6085,0.1439
4/15/2020,Tehran,Tehran,Tehran Market,35.72,51.4,miscellaneous food,Sugar (white),KG,actual,Retail,IRR,42067,0.995
4/15/2020,Tehran,Tehran,Tehran Market,35.72,51.4,oil and fats,Oil (vegetable),810 G,actual,Retail,IRR,57313,1.3556
4/15/2020,Tehran,Tehran,Tehran Market,35.72,51.4,pulses and nuts,Lentils (green),900 G,actual,Retail,IRR,44550,1.0537
5/15/2020,Tehran,Tehran,Tehran Market,35.72,51.4,cereals and tubers,Rice,KG,actual,Retail,IRR,79900,1.8898
5/15/2020,Tehran,Tehran,Tehran Market,35.72,51.4,"meat, fish and eggs",Eggs,1.8 KG,actual,Retail,IRR,269650,6.3778
5/15/2020,Tehran,Tehran,Tehran Market,35.72,51.4,miscellaneous food,Sugar (white),KG,actual,Retail,IRR,58800,1.3908
5/15/2020,Tehran,Tehran,Tehran Market,35.72,51.4,oil and fats,Oil (vegetable),810 G,actual,Retail,IRR,86110,2.0367
5/15/2020,Tehran,Tehran,Tehran Market,35.72,51.4,pulses and nuts,Lentils (green),900 G,actual,Retail,IRR,148719.6,3.5176
6/15/2020,Tehran,Tehran,Tehran Market,35.72,51.4,cereals and tubers,Rice,KG,actual,Retail,IRR,79900,1.8898
6/15/2020,Tehran,Tehran,Tehran Market,35.72,51.4,"meat, fish and eggs",Eggs,1.8 KG,actual,Retail,IRR,29910,0.7074
6/15/2020,Tehran,Tehran,Tehran Market,35.72,51.4,miscellaneous food,Sugar (white),KG,actual,Retail,IRR,58800,1.3908
6/15/2020,Tehran,Tehran,Tehran Market,35.72,51.4,oil and fats,Oil (vegetable),810 G,actual,Retail,IRR,82000,1.9395
6/15/2020,Tehran,Tehran,Tehran Market,35.72,51.4,pulses and nuts,Lentils (green),900 G,actual,Retail,IRR,2691,0.0636
7/15/2020,Tehran,Tehran,Tehran Market,35.72,51.4,cereals and tubers,Rice,KG,actual,Retail,IRR,175000,4.1391
7/15/2020,Tehran,Tehran,Tehran Market,35.72,51.4,"meat, fish and eggs",Eggs,1.8 KG,actual,Retail,IRR,327500,7.7461
7/15/2020,Tehran,Tehran,Tehran Market,35.72,51.4,miscellaneous food,Sugar (white),KG,actual,Retail,IRR,60000,1.4191
7/15/2020,Tehran,Tehran,Tehran Market,35.72,51.4,oil and fats,Oil (vegetable),810 G,actual,Retail,IRR,95600,2.2612
7/15/2020,Tehran,Tehran,Tehran Market,35.72,51.4,pulses and nuts,Lentils (green),900 G,actual,Retail,IRR,255600,6.0455
8/15/2020,Tehran,Tehran,Tehran Market,35.72,51.4,cereals and tubers,Rice,KG,actual,Retail,IRR,170000,4.0209
8/15/2020,Tehran,Tehran,Tehran Market,35.72,51.4,"meat, fish and eggs",Eggs,1.8 KG,actual,Retail,IRR,378000,8.9405
8/15/2020,Tehran,Tehran,Tehran Market,35.72,51.4,miscellaneous food,Sugar (white),KG,actual,Retail,IRR,60000,1.4191
8/15/2020,Tehran,Tehran,Tehran Market,35.72,51.4,oil and fats,Oil (vegetable),810 G,actual,Retail,IRR,86000,2.0341
8/15/2020,Tehran,Tehran,Tehran Market,35.72,51.4,pulses and nuts,Lentils (green),900 G,actual,Retail,IRR,250200,5.9178
10/15/2020,Tehran,Tehran,Tehran Market,35.72,51.4,cereals and tubers,Rice,KG,actual,Retail,IRR,225000,5.3218
10/15/2020,Tehran,Tehran,Tehran Market,35.72,51.4,"meat, fish and eggs",Eggs,1.8 KG,actual,Retail,IRR,330000,7.8052
10/15/2020,Tehran,Tehran,Tehran Market,35.72,51.4,miscellaneous food,Sugar (white),KG,actual,Retail,IRR,60000,1.4191
10/15/2020,Tehran,Tehran,Tehran Market,35.72,51.4,oil and fats,Oil (vegetable),810 G,actual,Retail,IRR,89000,2.105
10/15/2020,Tehran,Tehran,Tehran Market,35.72,51.4,pulses and nuts,Lentils (green),900 G,actual,Retail,IRR,255600,6.0455
1/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,cereals and tubers,Rice,KG,actual,Retail,IRR,209000,4.9433
1/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,"meat, fish and eggs",Eggs,1.8 KG,actual,Retail,IRR,435000,10.2887
1/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,miscellaneous food,Sugar (white),KG,actual,Retail,IRR,60000,1.4191
1/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,oil and fats,Oil (vegetable),810 G,actual,Retail,IRR,107000,2.5308
1/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,pulses and nuts,Lentils (green),900 G,actual,Retail,IRR,243000,5.7475
2/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,cereals and tubers,Rice,KG,actual,Retail,IRR,210000,4.967
2/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,"meat, fish and eggs",Eggs,1.8 KG,actual,Retail,IRR,425000,10.0522
2/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,miscellaneous food,Sugar (white),KG,actual,Retail,IRR,60000,1.4191
2/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,oil and fats,Oil (vegetable),810 G,actual,Retail,IRR,110000,2.6017
2/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,pulses and nuts,Lentils (green),900 G,actual,Retail,IRR,312300,7.3866
3/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,cereals and tubers,Rice,KG,actual,Retail,IRR,210000,4.967
3/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,"meat, fish and eggs",Eggs,1.8 KG,actual,Retail,IRR,445000,10.5252
3/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,miscellaneous food,Sugar (white),KG,actual,Retail,IRR,140000,3.3113
3/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,oil and fats,Oil (vegetable),810 G,actual,Retail,IRR,110000,2.6017
3/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,pulses and nuts,Lentils (green),900 G,actual,Retail,IRR,330300,7.8123
4/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,cereals and tubers,Rice,KG,actual,Retail,IRR,210000,4.967
4/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,"meat, fish and eggs",Eggs,1.8 KG,actual,Retail,IRR,390000,9.2244
4/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,miscellaneous food,Sugar (white),KG,actual,Retail,IRR,120000,2.8383
4/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,oil and fats,Oil (vegetable),810 G,actual,Retail,IRR,125000,2.9565
4/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,pulses and nuts,Lentils (green),900 G,actual,Retail,IRR,339300,8.0252
5/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,cereals and tubers,Rice,KG,actual,Retail,IRR,230000,5.44
5/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,"meat, fish and eggs",Eggs,1.8 KG,actual,Retail,IRR,350000,8.2783
5/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,miscellaneous food,Sugar (white),KG,actual,Retail,IRR,120000,2.8383
5/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,oil and fats,Oil (vegetable),810 G,actual,Retail,IRR,125000,2.9565
5/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,pulses and nuts,Lentils (green),900 G,actual,Retail,IRR,333000,7.8762
6/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,cereals and tubers,Rice,KG,actual,Retail,IRR,240000,5.6765
6/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,"meat, fish and eggs",Eggs,1.8 KG,actual,Retail,IRR,350000,8.2783
6/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,miscellaneous food,Sugar (white),KG,actual,Retail,IRR,110000,2.6017
6/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,oil and fats,Oil (vegetable),810 G,actual,Retail,IRR,125000,2.9565
6/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,pulses and nuts,Lentils (green),900 G,actual,Retail,IRR,333000,7.8762
7/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,cereals and tubers,Rice,KG,actual,Retail,IRR,240000,5.6765
7/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,"meat, fish and eggs",Eggs,1.8 KG,actual,Retail,IRR,420000,9.9339
7/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,miscellaneous food,Sugar (white),KG,actual,Retail,IRR,110000,2.6017
7/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,oil and fats,Oil (vegetable),810 G,actual,Retail,IRR,125000,2.9565
7/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,pulses and nuts,Lentils (green),900 G,actual,Retail,IRR,333000,7.8762
8/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,cereals and tubers,Rice,KG,actual,Retail,IRR,240000,5.6765
8/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,"meat, fish and eggs",Eggs,1.8 KG,actual,Retail,IRR,410000,9.6974
8/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,miscellaneous food,Sugar (white),KG,actual,Retail,IRR,90000,2.1287
8/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,oil and fats,Oil (vegetable),810 G,actual,Retail,IRR,145000,3.4296
8/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,pulses and nuts,Lentils (green),900 G,actual,Retail,IRR,378000,8.9405
9/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,cereals and tubers,Rice,KG,actual,Retail,IRR,280000,6.6226
9/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,"meat, fish and eggs",Eggs,1.8 KG,actual,Retail,IRR,510000,12.0626
9/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,miscellaneous food,Sugar (white),KG,actual,Retail,IRR,150000,3.5478
9/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,oil and fats,Oil (vegetable),810 G,actual,Retail,IRR,145000,3.4296
9/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,pulses and nuts,Lentils (green),900 G,actual,Retail,IRR,405000,9.5792
10/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,cereals and tubers,Rice,KG,actual,Retail,IRR,300000,7.0957
10/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,"meat, fish and eggs",Eggs,1.8 KG,actual,Retail,IRR,520000,12.2992
10/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,miscellaneous food,Sugar (white),KG,actual,Retail,IRR,150000,3.5478
10/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,oil and fats,Oil (vegetable),810 G,actual,Retail,IRR,148000,3.5005
10/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,pulses and nuts,Lentils (green),900 G,actual,Retail,IRR,423000,10.0049
11/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,cereals and tubers,Rice,KG,actual,Retail,IRR,300000,7.0957
11/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,"meat, fish and eggs",Eggs,1.8 KG,actual,Retail,IRR,500000,11.8261
11/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,miscellaneous food,Sugar (white),KG,actual,Retail,IRR,150000,3.5478
11/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,oil and fats,Oil (vegetable),810 G,actual,Retail,IRR,150000,3.5478
11/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,pulses and nuts,Lentils (green),900 G,actual,Retail,IRR,594000,14.0494
12/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,cereals and tubers,Rice,KG,actual,Retail,IRR,300000,7.0957
12/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,"meat, fish and eggs",Eggs,1.8 KG,actual,Retail,IRR,470000,11.1165
12/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,miscellaneous food,Sugar (white),KG,actual,Retail,IRR,150000,3.5478
12/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,oil and fats,Oil (vegetable),810 G,actual,Retail,IRR,150000,3.5478
12/15/2021,Tehran,Tehran,Tehran Market,35.72,51.4,pulses and nuts,Lentils (green),900 G,actual,Retail,IRR,549000,12.9851
1/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,cereals and tubers,Rice,KG,actual,Retail,IRR,300000,7.0957
1/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,"meat, fish and eggs",Eggs,1.8 KG,actual,Retail,IRR,450000,10.6435
1/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,miscellaneous food,Sugar (white),KG,actual,Retail,IRR,165000,3.9026
1/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,oil and fats,Oil (vegetable),810 G,actual,Retail,IRR,150000,3.5478
1/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,pulses and nuts,Lentils (green),900 G,actual,Retail,IRR,594000,14.0494
2/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,cereals and tubers,Rice,KG,actual,Retail,IRR,300000,7.0957
2/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,"meat, fish and eggs",Eggs,1.8 KG,actual,Retail,IRR,450000,10.6435
2/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,miscellaneous food,Sugar (white),KG,actual,Retail,IRR,163500,3.8671
2/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,oil and fats,Oil (vegetable),810 G,actual,Retail,IRR,155000,3.6661
2/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,pulses and nuts,Lentils (green),900 G,actual,Retail,IRR,585000,13.8366
3/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,cereals and tubers,Rice,KG,actual,Retail,IRR,330000,7.8052
3/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,"meat, fish and eggs",Eggs,1.8 KG,actual,Retail,IRR,456000,10.7854
3/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,miscellaneous food,Sugar (white),KG,actual,Retail,IRR,160000,3.7844
3/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,oil and fats,Oil (vegetable),810 G,actual,Retail,IRR,145000,3.4296
3/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,pulses and nuts,Lentils (green),900 G,actual,Retail,IRR,585000,13.8366
4/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,cereals and tubers,Bread,240 G,actual,Retail,IRR,15000,0.3548
4/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,cereals and tubers,Pasta,500 G,actual,Retail,IRR,63000,1.4901
4/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,cereals and tubers,Potatoes,KG,actual,Retail,IRR,130000,3.0748
4/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,cereals and tubers,Rice,KG,actual,Retail,IRR,300000,7.0957
4/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,cereals and tubers,Wheat flour,KG,actual,Retail,IRR,155500,3.6779
4/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,"meat, fish and eggs",Eggs,1.8 KG,actual,Retail,IRR,456000,10.7854
4/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,"meat, fish and eggs","Fish (tuna, canned)",180 G,actual,Retail,IRR,300000,7.0957
4/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,"meat, fish and eggs",Meat (chicken),KG,actual,Retail,IRR,300000,7.0957
4/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,milk and dairy,Cheese (local),450 G,actual,Retail,IRR,220000,5.2035
4/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,milk and dairy,Milk (pasteurized),200 ML,actual,Retail,IRR,61800,1.4617
4/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,milk and dairy,Yogurt,KG,actual,Retail,IRR,174000,4.1155
4/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,miscellaneous food,Salt (iodised),500 G,actual,Retail,IRR,40000,0.9461
4/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,miscellaneous food,Sugar (white),KG,actual,Retail,IRR,163500,3.8671
4/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,miscellaneous food,Tea (black),500 G,actual,Retail,IRR,780000,18.4487
4/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,miscellaneous food,Tomatoes (paste),KG,actual,Retail,IRR,355000,8.3965
4/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,non-food,Alcohol (spray),500 ML,actual,Retail,IRR,280000,6.6226
4/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,non-food,Bleach (chlorine),750 G,actual,Retail,IRR,97500,2.3061
4/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,non-food,Electricity,kWh,actual,Retail,IRR,700,0.0166
4/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,non-food,Fuel (gas),Cubic meter,actual,Retail,IRR,966,0.0228
4/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,non-food,Handwash soap,0.13 KG,actual,Retail,IRR,50000,1.1826
4/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,non-food,Shampoo,450 ML,actual,Retail,IRR,190000,4.4939
4/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,non-food,Water,Cubic meter,actual,Retail,IRR,11640,0.2753
4/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,oil and fats,Oil (sunflower),810 G,actual,Retail,IRR,145000,3.4296
4/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,oil and fats,Oil (vegetable),810 G,actual,Retail,IRR,140000,3.3113
4/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,pulses and nuts,Beans (kidney red),900 G,actual,Retail,IRR,500000,11.8261
4/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,pulses and nuts,Chickpeas,900 G,actual,Retail,IRR,500000,11.8261
4/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,pulses and nuts,Lentils (green),900 G,actual,Retail,IRR,640000,15.1374
4/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,pulses and nuts,"Peas (yellow, split)",900 G,actual,Retail,IRR,550000,13.0087
4/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,vegetables and fruits,Apples,KG,actual,Retail,IRR,180000,4.2574
4/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,vegetables and fruits,Cucumbers,KG,actual,Retail,IRR,104000,2.4598
4/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,vegetables and fruits,Eggplants,KG,actual,Retail,IRR,100000,2.3652
4/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,vegetables and fruits,Onions,KG,actual,Retail,IRR,68000,1.6084
4/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,vegetables and fruits,Parsley,KG,actual,Retail,IRR,180000,4.2574
4/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,vegetables and fruits,Tomatoes,KG,actual,Retail,IRR,140000,3.3113
5/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,cereals and tubers,Bread,240 G,actual,Retail,IRR,20000,0.473
5/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,cereals and tubers,Pasta,500 G,actual,Retail,IRR,165400,3.9121
5/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,cereals and tubers,Potatoes,KG,actual,Retail,IRR,140000,3.3113
5/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,cereals and tubers,Rice,KG,actual,Retail,IRR,350000,8.2783
5/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,cereals and tubers,Wheat flour,KG,actual,Retail,IRR,165000,3.9026
5/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,"meat, fish and eggs",Eggs,1.8 KG,actual,Retail,IRR,610000,14.4279
5/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,"meat, fish and eggs","Fish (tuna, canned)",180 G,actual,Retail,IRR,300000,7.0957
5/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,"meat, fish and eggs",Meat (chicken),KG,actual,Retail,IRR,600000,14.1913
5/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,milk and dairy,Cheese (local),450 G,actual,Retail,IRR,450000,10.6435
5/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,milk and dairy,Milk (pasteurized),200 ML,actual,Retail,IRR,65000,1.5374
5/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,milk and dairy,Yogurt,KG,actual,Retail,IRR,280000,6.6226
5/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,miscellaneous food,Salt (iodised),500 G,actual,Retail,IRR,40000,0.9461
5/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,miscellaneous food,Sugar (white),KG,actual,Retail,IRR,163500,3.8671
5/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,miscellaneous food,Tea (black),500 G,actual,Retail,IRR,780000,18.4487
5/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,miscellaneous food,Tomatoes (paste),KG,actual,Retail,IRR,430000,10.1705
5/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,non-food,Alcohol (spray),500 ML,actual,Retail,IRR,280000,6.6226
5/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,non-food,Bleach (chlorine),750 G,actual,Retail,IRR,97500,2.3061
5/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,non-food,Electricity,kWh,actual,Retail,IRR,700,0.0166
5/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,non-food,Fuel (gas),Cubic meter,actual,Retail,IRR,966,0.0228
5/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,non-food,Handwash soap,0.13 KG,actual,Retail,IRR,75000,1.7739
5/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,non-food,Shampoo,450 ML,actual,Retail,IRR,260000,6.1496
5/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,non-food,Water,Cubic meter,actual,Retail,IRR,11640,0.2753
5/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,oil and fats,Oil (sunflower),810 G,actual,Retail,IRR,650000,15.3739
5/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,oil and fats,Oil (vegetable),810 G,actual,Retail,IRR,630000,14.9009
5/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,pulses and nuts,Beans (kidney red),900 G,actual,Retail,IRR,600000,14.1913
5/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,pulses and nuts,Chickpeas,900 G,actual,Retail,IRR,620000,14.6644
5/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,pulses and nuts,Lentils (green),900 G,actual,Retail,IRR,660000,15.6105
5/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,pulses and nuts,"Peas (yellow, split)",900 G,actual,Retail,IRR,720000,17.0296
5/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,vegetables and fruits,Apples,KG,actual,Retail,IRR,230000,5.44
5/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,vegetables and fruits,Cucumbers,KG,actual,Retail,IRR,120000,2.8383
5/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,vegetables and fruits,Eggplants,KG,actual,Retail,IRR,160000,3.7844
5/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,vegetables and fruits,Onions,KG,actual,Retail,IRR,70000,1.6557
5/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,vegetables and fruits,Parsley,KG,actual,Retail,IRR,200000,4.7304
5/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,vegetables and fruits,Tomatoes,KG,actual,Retail,IRR,150000,3.5478
6/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,cereals and tubers,Bread,240 G,actual,Retail,IRR,20000,0.473
6/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,cereals and tubers,Pasta,500 G,actual,Retail,IRR,165400,3.9121
6/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,cereals and tubers,Potatoes,KG,actual,Retail,IRR,170000,4.0209
6/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,cereals and tubers,Rice,KG,actual,Retail,IRR,390000,9.2244
6/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,cereals and tubers,Wheat flour,KG,actual,Retail,IRR,170000,4.0209
6/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,"meat, fish and eggs",Eggs,1.8 KG,actual,Retail,IRR,610000,14.4279
6/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,"meat, fish and eggs","Fish (tuna, canned)",180 G,actual,Retail,IRR,300000,7.0957
6/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,"meat, fish and eggs",Meat (chicken),KG,actual,Retail,IRR,600000,14.1913
6/15/2022,Tehran,Tehran,Tehran Market,35.72,51.4,milk and dairy,Cheese (local),450 G,actual,Retail,IRR,420000,9.9339
